# Force and moment coefficients
# dragDir           : (1.000000000000e+00 0.000000000000e+00 0.000000000000e+00)
# sideDir           : (0.000000000000e+00 1.000000000000e+00 0.000000000000e+00)
# liftDir           : (0.000000000000e+00 0.000000000000e+00 1.000000000000e+00)
# rollAxis          : (1.000000000000e+00 0.000000000000e+00 0.000000000000e+00)
# pitchAxis         : (0.000000000000e+00 1.000000000000e+00 0.000000000000e+00)
# yawAxis           : (0.000000000000e+00 0.000000000000e+00 1.000000000000e+00)
# magUInf           : 4.000000000000e+01
# lRef              : 1.044000000000e+00
# Aref              : 1.120000000000e-01
# CofR              : (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)
#
# Time              	Cd                  	Cd(f)               	Cd(r)               	Cl                  	Cl(f)               	Cl(r)               	CmPitch             	CmRoll              	CmYaw               	Cs                  	Cs(f)               	Cs(r)               
593                 	3.542925941677e-01	1.772486298122e-01	1.770439643555e-01	3.055777786803e-01	-1.961211422378e-03	3.075389901027e-01	-1.547501007626e-01	1.023327283672e-04	2.284740480818e-03	5.075417324663e-03	4.822449143150e-03	2.529681815135e-04
594                 	3.560822836781e-01	1.778738777486e-01	1.782084059296e-01	3.068754229974e-01	-2.540541266790e-03	3.094159642642e-01	-1.559782527655e-01	-1.672640904994e-04	4.421193268095e-04	-4.304496330080e-04	2.268945103055e-04	-6.573441433135e-04
595                 	3.579004240633e-01	1.784856151731e-01	1.794148088902e-01	3.188123813590e-01	-5.022777566506e-03	3.238351589255e-01	-1.644289682460e-01	-4.645968585532e-04	-1.298558348082e-03	-6.073811508369e-03	-4.335464102267e-03	-1.738347406103e-03
596                 	3.583782521334e-01	1.784834649797e-01	1.798947871537e-01	3.372233334517e-01	-9.803824966639e-03	3.470271584184e-01	-1.784154916925e-01	-7.056610870170e-04	-2.303768878855e-03	-1.034090398707e-02	-7.474220872390e-03	-2.866683114681e-03
597                 	3.578685275616e-01	1.782005625517e-01	1.796679650100e-01	3.571692015842e-01	-1.750319020611e-02	3.746723917903e-01	-1.960877909982e-01	-7.337012291393e-04	-2.211998742154e-03	-1.170597384810e-02	-8.064985666203e-03	-3.640988181895e-03
598                 	3.573970802415e-01	1.781445656231e-01	1.792525146184e-01	3.765564746600e-01	-2.750647615442e-02	4.040629508145e-01	-2.157847134844e-01	-5.539744976536e-04	-1.422587660968e-03	-1.022724322767e-02	-6.536209274806e-03	-3.691033952869e-03
599                 	3.581242528429e-01	1.788036378828e-01	1.793206149601e-01	3.942404845741e-01	-3.794849325095e-02	4.321889778250e-01	-2.350687355380e-01	-2.584885386719e-04	-3.964652115812e-04	-5.999288270276e-03	-3.396109346719e-03	-2.603178923557e-03
600                 	3.601014009543e-01	1.800690503968e-01	1.800323505575e-01	4.118863405758e-01	-4.658376015031e-02	4.584701007261e-01	-2.525269304382e-01	1.834991968298e-05	3.605831117403e-04	-1.042001418723e-03	-1.604175976211e-04	-8.815838211017e-04
601                 	3.616741719547e-01	1.810840880601e-01	1.805900838945e-01	4.343871793522e-01	-5.305707113255e-02	4.874442504848e-01	-2.702506608087e-01	2.470020827961e-04	9.839444240930e-04	3.764141132281e-03	2.866014990233e-03	8.981261420474e-04
602                 	3.622823221331e-01	1.815473711148e-01	1.807349510183e-01	4.639014296163e-01	-5.785273608931e-02	5.217541657056e-01	-2.898034508974e-01	4.062100482596e-04	1.697666631236e-03	7.838401604560e-03	5.616867433515e-03	2.221534171044e-03
603                 	3.627105633898e-01	1.818895727956e-01	1.808209905941e-01	4.980425549832e-01	-6.171272345979e-02	5.597552784430e-01	-3.107340009514e-01	5.342911007616e-04	2.544707243171e-03	1.090693138984e-02	7.998172938092e-03	2.908758451749e-03
604                 	3.645851072260e-01	1.829505746256e-01	1.816345326005e-01	5.259685824506e-01	-6.508883099306e-02	5.910574134436e-01	-3.280731222183e-01	6.580210125392e-04	3.050273007660e-03	1.213857031372e-02	9.119558164520e-03	3.019012149201e-03
605                 	3.690232481821e-01	1.852217188248e-01	1.838015293573e-01	5.421216581564e-01	-6.818568115577e-02	6.103073393122e-01	-3.392465102340e-01	7.100947337179e-04	2.705060266353e-03	1.080049632085e-02	8.105308426780e-03	2.695187894074e-03
606                 	3.748266441169e-01	1.879834531121e-01	1.868431910048e-01	5.462147373353e-01	-7.091413304869e-02	6.171288703839e-01	-3.440215017163e-01	5.701310536616e-04	1.382031732114e-03	6.786348280984e-03	4.775205872606e-03	2.011142408379e-03
607                 	3.797255561747e-01	1.901100382728e-01	1.896155179019e-01	5.399963100844e-01	-7.295437542596e-02	6.129506855104e-01	-3.429525304682e-01	2.472601854320e-04	-5.809874066318e-04	8.884674877170e-04	-1.367536627733e-04	1.025221150490e-03
608                 	3.816237196094e-01	1.906979715213e-01	1.909257480881e-01	5.291345002023e-01	-7.366049970159e-02	6.027949999039e-01	-3.382277498027e-01	-1.138882834471e-04	-2.701932170530e-03	-5.908881866414e-03	-5.656373103737e-03	-2.525087626765e-04
609                 	3.807470309433e-01	1.900236383360e-01	1.907233926073e-01	5.178097364986e-01	-7.198640455695e-02	5.897961410555e-01	-3.308912728062e-01	-3.498771356473e-04	-4.185900898924e-03	-1.157145968299e-02	-9.971630740421e-03	-1.599828942572e-03
610                 	3.786896951494e-01	1.889092057756e-01	1.897804893738e-01	5.032828940658e-01	-6.752662873068e-02	5.708095227965e-01	-3.191680757636e-01	-4.356417991060e-04	-4.699610988915e-03	-1.451383324193e-02	-1.195652760988e-02	-2.557305632052e-03
611                 	3.776169841325e-01	1.884230828541e-01	1.891939012784e-01	4.822642066278e-01	-5.982543219075e-02	5.420896388185e-01	-3.009575355047e-01	-3.854092121354e-04	-4.485770674805e-03	-1.462954016300e-02	-1.180054075631e-02	-2.828999406697e-03
612                 	3.774988286067e-01	1.884242504662e-01	1.890745781405e-01	4.512235247488e-01	-4.980472176551e-02	5.010282465143e-01	-2.754164841399e-01	-3.251638371532e-04	-4.069699234626e-03	-1.265750305376e-02	-1.039845076151e-02	-2.259052292254e-03
613                 	3.768716812100e-01	1.882106865156e-01	1.886609946944e-01	4.131495850606e-01	-3.806666334008e-02	4.512162484007e-01	-2.446414558704e-01	-2.251540893937e-04	-3.552806232842e-03	-9.651672108930e-03	-8.378642287307e-03	-1.273029821623e-03
614                 	3.735768865225e-01	1.867481804640e-01	1.868287060586e-01	3.743762219815e-01	-2.646375117036e-02	4.008399731519e-01	-2.136518621611e-01	-4.026279729899e-05	-2.659002904232e-03	-5.918523829976e-03	-5.618264819220e-03	-3.002590107558e-04
615                 	3.676217976377e-01	1.839712217873e-01	1.836505758504e-01	3.409286446745e-01	-1.652256728563e-02	3.574512119601e-01	-1.869868896229e-01	1.603229684389e-04	-1.133639368379e-03	-1.286082892045e-03	-1.776680814401e-03	4.905979223563e-04
616                 	3.615001720653e-01	1.810067273625e-01	1.804934447028e-01	3.165954429475e-01	-9.028137686214e-03	3.256235806337e-01	-1.673258591600e-01	2.566413298305e-04	6.958642577642e-04	3.567745407547e-03	2.479736961538e-03	1.088008446009e-03
617                 	3.579146028804e-01	1.792149041066e-01	1.786996987739e-01	3.015804659771e-01	-4.629779614745e-03	3.062102455918e-01	-1.554200126033e-01	2.576026663666e-04	2.407901700295e-03	7.734458047313e-03	6.275130723952e-03	1.459327323361e-03
618                 	3.572951130302e-01	1.788562424259e-01	1.784388706043e-01	2.941498575247e-01	-3.135677410981e-03	2.972855349357e-01	-1.502106061734e-01	2.086859108346e-04	3.339234496270e-03	9.913616552761e-03	8.296042772650e-03	1.617573780111e-03
619                 	3.586521947256e-01	1.794656896417e-01	1.791865050839e-01	2.950763192486e-01	-4.181954293826e-03	2.992582735424e-01	-1.517201139181e-01	1.395922789149e-04	3.251910700186e-03	9.614903757054e-03	8.059362578713e-03	1.555541178341e-03
620                 	3.600788029428e-01	1.800881041854e-01	1.799906987574e-01	3.074841920874e-01	-6.919532628566e-03	3.144037247160e-01	-1.606616286723e-01	4.870271399744e-05	2.408843229839e-03	7.195843110011e-03	6.006764784845e-03	1.189078325166e-03
621                 	3.603994472311e-01	1.801190009313e-01	1.802804462998e-01	3.313727019786e-01	-1.144210004338e-02	3.428148020220e-01	-1.771284510327e-01	-8.072268422717e-05	1.366562734544e-03	3.866670608203e-03	3.299898038645e-03	5.667725695577e-04
622                 	3.600495112914e-01	1.797469444377e-01	1.803025668536e-01	3.630827745503e-01	-1.793582981458e-02	3.810186043649e-01	-1.994772170897e-01	-2.778112079632e-04	5.141721762116e-04	7.018301011131e-04	8.650872267682e-04	-1.632571256550e-04
623                 	3.597055193016e-01	1.792929239647e-01	1.804125953369e-01	3.960146364439e-01	-2.588000551717e-02	4.218946419610e-01	-2.238873237391e-01	-5.598356861169e-04	-1.640177974088e-05	-1.888248874765e-03	-9.605262171236e-04	-9.277226576419e-04
624                 	3.600649869414e-01	1.792540197316e-01	1.808109672098e-01	4.249136283515e-01	-3.420774789962e-02	4.591213762512e-01	-2.466645620754e-01	-7.784737391178e-04	-2.222262792520e-04	-3.738814731576e-03	-2.091633645040e-03	-1.647181086536e-03
625                 	3.612115653993e-01	1.798108282122e-01	1.814007371872e-01	4.493173750509e-01	-4.239833332641e-02	4.917157083773e-01	-2.670570208518e-01	-7.949544875050e-04	-3.010807112253e-04	-5.031688722862e-03	-2.816925072656e-03	-2.214763650206e-03
626                 	3.623298452963e-01	1.805558809858e-01	1.817739643105e-01	4.695946978507e-01	-5.036609774673e-02	5.199607955974e-01	-2.851634466721e-01	-6.090416623365e-04	-2.149060695229e-04	-5.259995013659e-03	-2.844903576352e-03	-2.415091437307e-03
627                 	3.634054138431e-01	1.813908084646e-01	1.820146053785e-01	4.873905098554e-01	-5.775520466525e-02	5.451457145206e-01	-3.014504595929e-01	-3.118984569608e-04	2.393193338233e-04	-3.743681655554e-03	-1.632521493954e-03	-2.111160161600e-03
628                 	3.653118783434e-01	1.826033906950e-01	1.827084876485e-01	5.029172000394e-01	-6.393416409194e-02	5.668513641313e-01	-3.153927641116e-01	-5.254847676084e-05	8.224762884319e-04	-1.191453378854e-03	2.267495990048e-04	-1.418202977859e-03
629                 	3.687419452157e-01	1.844645826386e-01	1.842773625771e-01	5.172554307492e-01	-6.824412235938e-02	5.854995531086e-01	-3.268718377340e-01	9.361003071239e-05	1.196042636935e-03	1.389220763462e-03	1.890653018666e-03	-5.014322552040e-04
630                 	3.733349163889e-01	1.868272825022e-01	1.865076338866e-01	5.326973496700e-01	-7.044966927403e-02	6.031470189440e-01	-3.367983441090e-01	1.598243077985e-04	1.311895028713e-03	3.470835741799e-03	3.047312899612e-03	4.235228421867e-04
631                 	3.777626798365e-01	1.890445442174e-01	1.887181356191e-01	5.461982239375e-01	-7.100370994151e-02	6.172019338790e-01	-3.441028219103e-01	1.632042991327e-04	1.429941475525e-03	5.060912895300e-03	3.960397923175e-03	1.100514972126e-03
632                 	3.809009282471e-01	1.905675696018e-01	1.903333586453e-01	5.537209240644e-01	-6.995607344877e-02	6.236769975132e-01	-3.468165354810e-01	1.171054782484e-04	1.470209435201e-03	5.786143735151e-03	4.363281302776e-03	1.422862432375e-03
633                 	3.821024742666e-01	1.911510442096e-01	1.909514300571e-01	5.534535893301e-01	-6.710836457455e-02	6.205619539046e-01	-3.438351592396e-01	9.980707623585e-05	1.224827752550e-03	5.323653239532e-03	3.886654372316e-03	1.436998867217e-03
634                 	3.814147134505e-01	1.907946665371e-01	1.906200469134e-01	5.414736280669e-01	-6.273478099766e-02	6.042084090646e-01	-3.334715950311e-01	8.730981187535e-05	5.642707733424e-04	3.656233498189e-03	2.392387522437e-03	1.263845975752e-03
635                 	3.797916192840e-01	1.898642737570e-01	1.899273455269e-01	5.195758001432e-01	-5.601207517487e-02	5.755878753181e-01	-3.157999752465e-01	-3.153588495096e-05	-7.135329058163e-04	4.412413994101e-04	-4.929122061113e-04	9.341536055213e-04
636                 	3.783076934666e-01	1.889134714542e-01	1.893942220124e-01	4.894706146078e-01	-4.686936041703e-02	5.363399750248e-01	-2.916046677209e-01	-2.403752791228e-04	-2.347203560319e-03	-3.767436751363e-03	-4.230921936001e-03	4.634851846376e-04
637                 	3.765088128363e-01	1.878198069177e-01	1.886890059186e-01	4.520755286701e-01	-3.652139737979e-02	4.885969260499e-01	-2.625591617148e-01	-4.345995004576e-04	-3.710638040713e-03	-7.813793733627e-03	-7.617534907527e-03	-1.962588261003e-04
638                 	3.735829146055e-01	1.862656436068e-01	1.873172709987e-01	4.105649611740e-01	-2.659709609702e-02	4.371620572710e-01	-2.318795766840e-01	-5.258136959185e-04	-4.124226743104e-03	-1.023086349844e-02	-9.239658492324e-03	-9.912050061169e-04
639                 	3.688826775859e-01	1.839542550121e-01	1.849284225739e-01	3.682122699790e-01	-1.825059363891e-02	3.864628636179e-01	-2.023567286284e-01	-4.870837808887e-04	-3.438809959103e-03	-1.005131565189e-02	-8.464467785046e-03	-1.586847866840e-03
640                 	3.633484339712e-01	1.812838454666e-01	1.820645885046e-01	3.283509131940e-01	-1.248010783574e-02	3.408310210297e-01	-1.766555644327e-01	-3.903715190198e-04	-1.978749090853e-03	-7.461156337162e-03	-5.709327259434e-03	-1.751829077728e-03
641                 	3.594303390432e-01	1.794362577214e-01	1.799940813218e-01	2.973552210288e-01	-9.283156286948e-03	3.066383773158e-01	-1.579607668014e-01	-2.789118001863e-04	-1.515920881701e-04	-2.583265265703e-03	-1.443224721022e-03	-1.140040544682e-03
642                 	3.586056212217e-01	1.790895080748e-01	1.795161131469e-01	2.812956561461e-01	-7.303658389563e-03	2.885993145357e-01	-1.479514864626e-01	-2.133025360396e-04	1.350256042133e-03	2.916081428467e-03	2.808296756366e-03	1.077846721010e-04
643                 	3.597973950897e-01	1.797104965527e-01	1.800868985370e-01	2.822310200680e-01	-6.079251947630e-03	2.883102720156e-01	-1.471947619816e-01	-1.882009921865e-04	2.133570401572e-03	7.546303922663e-03	5.906722362904e-03	1.639581559759e-03
644                 	3.613077609151e-01	1.805886269786e-01	1.807191339365e-01	2.983005451924e-01	-6.027719082584e-03	3.043282642750e-01	-1.551779916788e-01	-6.525347897091e-05	2.689503093184e-03	1.092108892695e-02	8.150047556659e-03	2.771041370292e-03
645                 	3.617637624026e-01	1.810818199309e-01	1.806819424717e-01	3.236359367003e-01	-7.841113411724e-03	3.314770501120e-01	-1.696590817619e-01	1.999387296398e-04	3.098273428573e-03	1.240023038393e-02	9.298388620535e-03	3.101841763390e-03
646                 	3.610624268186e-01	1.810912351231e-01	1.799711916955e-01	3.508631551228e-01	-1.263148501117e-02	3.634946401340e-01	-1.880630625726e-01	5.600217138060e-04	3.127654355012e-03	1.151588998334e-02	8.885599346684e-03	2.630290636660e-03
647                 	3.603198072942e-01	1.809339379686e-01	1.793858693255e-01	3.757285838198e-01	-2.007217983885e-02	3.958007636587e-01	-2.079364717488e-01	7.740343215382e-04	2.206584163205e-03	7.970624166227e-03	6.191896246319e-03	1.778727919909e-03
648                 	3.601441928325e-01	1.807681982533e-01	1.793759945793e-01	3.966714613525e-01	-2.881313121473e-02	4.254845925672e-01	-2.271488618910e-01	6.961018370101e-04	3.307331434069e-04	2.215918695180e-03	1.438692490997e-03	7.772262041834e-04
649                 	3.602469879136e-01	1.804754782207e-01	1.797715096929e-01	4.144233304251e-01	-3.752464314399e-02	4.519479735691e-01	-2.447363083565e-01	3.519842638900e-04	-1.897692770748e-03	-4.474739855595e-03	-4.135062698545e-03	-3.396771570499e-04
650                 	3.601044542150e-01	1.799973959493e-01	1.801070582657e-01	4.335715705627e-01	-4.524261575109e-02	4.788141863138e-01	-2.620284010325e-01	-5.483115818631e-05	-3.584807121352e-03	-1.017729631398e-02	-8.673455278342e-03	-1.503841035638e-03
651                 	3.595152780499e-01	1.795045128021e-01	1.800107652479e-01	4.581214500784e-01	-5.163345830205e-02	5.097549083804e-01	-2.806941833412e-01	-2.531262229171e-04	-3.839862135761e-03	-1.266732611170e-02	-1.017352519161e-02	-2.493800920089e-03
652                 	3.594775626294e-01	1.795688500026e-01	1.799087126268e-01	4.856051612334e-01	-5.765896379597e-02	5.432641250294e-01	-3.004615444127e-01	-1.699313120986e-04	-2.732950361231e-03	-1.146046991149e-02	-8.463185316978e-03	-2.997284594515e-03
653                 	3.615812409314e-01	1.808546169807e-01	1.807266239507e-01	5.106775245683e-01	-6.369892567906e-02	5.743764502473e-01	-3.190376879632e-01	6.399651502360e-05	-1.156079153989e-03	-7.830915824758e-03	-5.071537066368e-03	-2.759378758390e-03
654                 	3.665354306784e-01	1.835906357258e-01	1.829447949526e-01	5.279276328128e-01	-6.911738376481e-02	5.970450165776e-01	-3.330812001712e-01	3.229203866325e-04	-2.512264884400e-04	-4.190257610055e-03	-2.346355293467e-03	-1.843902316587e-03
655                 	3.731396229488e-01	1.871322689692e-01	1.860073539795e-01	5.351567134834e-01	-7.350166150052e-02	6.086583749839e-01	-3.410800182422e-01	5.624574948527e-04	-3.539986180173e-04	-1.868359399658e-03	-1.288178317846e-03	-5.801810818116e-04
656                 	3.791422670441e-01	1.903133377560e-01	1.888289292881e-01	5.344595863900e-01	-7.635898812361e-02	6.108185745136e-01	-3.435887813186e-01	7.422042339721e-04	-8.895557220324e-04	-5.942627042655e-04	-1.186687074165e-03	5.924243698996e-04
657                 	3.825257735588e-01	1.920321568543e-01	1.904936167045e-01	5.293187269419e-01	-7.671474533160e-02	6.060334722735e-01	-3.413741088025e-01	7.692700749205e-04	-1.159297488554e-03	4.290463169139e-04	-9.447743300975e-04	1.373820647011e-03
658                 	3.829356973587e-01	1.920898440791e-01	1.908458532796e-01	5.223466908516e-01	-7.421618228273e-02	5.965628731344e-01	-3.353895277085e-01	6.219953997394e-04	-5.916295230805e-04	2.250556504866e-03	5.336487293523e-04	1.716907775513e-03
659                 	3.814188987871e-01	1.911159779838e-01	1.903029208034e-01	5.109969258493e-01	-6.881333791885e-02	5.798102637681e-01	-3.243118008435e-01	4.065285902088e-04	8.906041395945e-04	5.386061896821e-03	3.583635088005e-03	1.802426808816e-03
660                 	3.795137054510e-01	1.900312181674e-01	1.894824872836e-01	4.933604005937e-01	-6.022449656352e-02	5.535848971572e-01	-3.069046968604e-01	2.743654418827e-04	2.313605320816e-03	8.160724737619e-03	6.393967689625e-03	1.766757047994e-03
661                 	3.779953230875e-01	1.892102443256e-01	1.887850787618e-01	4.701416058455e-01	-4.849534639282e-02	5.186369522383e-01	-2.835661493155e-01	2.125827818988e-04	2.793937062471e-03	8.946040794070e-03	7.266957459506e-03	1.679083334564e-03
662                 	3.758093119551e-01	1.880648022568e-01	1.877445096982e-01	4.433377443947e-01	-3.530141406527e-02	4.786391584600e-01	-2.569702862626e-01	1.601462793134e-04	2.350596708224e-03	7.688080319565e-03	6.194636868007e-03	1.493443451558e-03
663                 	3.717850317596e-01	1.858897153701e-01	1.858953163894e-01	4.150789932549e-01	-2.229890725048e-02	4.373779005054e-01	-2.298384038779e-01	-2.800509650619e-06	1.513811391664e-03	5.245944877672e-03	4.136783830500e-03	1.109161047172e-03
664                 	3.656843655737e-01	1.825399276489e-01	1.831444379248e-01	3.860599185579e-01	-1.135033251850e-02	3.974102510764e-01	-2.043802917975e-01	-3.022551379797e-04	8.048175773473e-04	2.705373935488e-03	2.157504545091e-03	5.478693903967e-04
665                 	3.595981591402e-01	1.791245777072e-01	1.804735814330e-01	3.563899249414e-01	-3.978447304627e-03	3.603683722460e-01	-1.821734097753e-01	-6.745018628606e-04	3.165416161923e-04	6.139637867240e-04	6.235235095544e-04	-9.559722830335e-06
666                 	3.562750834740e-01	1.771562600887e-01	1.791188233853e-01	3.282509555464e-01	-6.458955291988e-04	3.288968510756e-01	-1.647713733024e-01	-9.812816482747e-04	-2.979285211532e-04	-1.565353719112e-03	-1.080605380709e-03	-4.847483384030e-04
667                 	3.566308441811e-01	1.772395816639e-01	1.793912625171e-01	3.064106370805e-01	-5.779352186203e-04	3.069885722992e-01	-1.537832537589e-01	-1.075840426602e-03	-9.250369169578e-04	-3.509688656352e-03	-2.679881245134e-03	-8.298074112182e-04
668                 	3.592468401387e-01	1.786987279922e-01	1.805481121466e-01	2.966269188001e-01	-3.170508560056e-03	2.997974273602e-01	-1.514839679601e-01	-9.246920772092e-04	-1.203138714033e-03	-4.432510110196e-03	-3.419393769131e-03	-1.013116341065e-03
669                 	3.620318448476e-01	1.803262085704e-01	1.817056362772e-01	3.010058865896e-01	-8.182553950795e-03	3.091884405404e-01	-1.586854972456e-01	-6.897138534282e-04	-7.857745578713e-04	-3.509194859306e-03	-2.540371987524e-03	-9.688228717816e-04
670                 	3.635925610423e-01	1.812493223739e-01	1.823432386685e-01	3.157365526676e-01	-1.469026930973e-02	3.304268219773e-01	-1.725585456435e-01	-5.469581473131e-04	-1.137402857441e-04	-1.528490720321e-03	-8.779856459046e-04	-6.505050744163e-04
671                 	3.635008506172e-01	1.812247120676e-01	1.822761385497e-01	3.398598564222e-01	-2.193354008175e-02	3.617933965039e-01	-1.918634682928e-01	-5.257132410502e-04	8.263749389056e-04	1.594490187707e-03	1.623620032759e-03	-2.912984505218e-05
672                 	3.625329341479e-01	1.806675441580e-01	1.818653899900e-01	3.664109871372e-01	-2.895946486340e-02	3.953704520006e-01	-2.121649584320e-01	-5.989229160147e-04	1.805682015331e-03	5.112819696482e-03	4.362091863572e-03	7.507278329106e-04
673                 	3.619337291264e-01	1.804685222565e-01	1.814652068699e-01	3.977373939522e-01	-3.443422273250e-02	4.321716166847e-01	-2.333029197086e-01	-4.983423066732e-04	2.983722794441e-03	9.300216961933e-03	7.633831275408e-03	1.666385686525e-03
674                 	3.621043200075e-01	1.807930278521e-01	1.813112921554e-01	4.327805892025e-01	-3.898541722523e-02	4.717660064277e-01	-2.553757118265e-01	-2.591321516229e-04	3.955055179344e-03	1.268658499400e-02	1.029834767634e-02	2.388237317656e-03
675                 	3.621299184572e-01	1.810665734230e-01	1.810633450342e-01	4.676993101290e-01	-4.353967507638e-02	5.112389852053e-01	-2.773893301409e-01	1.614194406832e-06	4.048363225536e-03	1.333789215570e-02	1.071730930339e-02	2.620582852316e-03
676                 	3.616963464745e-01	1.809747121383e-01	1.807216343362e-01	4.961770929401e-01	-4.927758015642e-02	5.454546730965e-01	-2.973661266265e-01	1.265389010369e-04	3.010451889346e-03	1.046146534703e-02	8.241184562863e-03	2.220280784172e-03
677                 	3.616408426091e-01	1.808163451972e-01	1.808244974120e-01	5.140822325368e-01	-5.624055239878e-02	5.703227849356e-01	-3.132816686672e-01	-4.076107392283e-06	1.096679575152e-03	4.664994288497e-03	3.429176719400e-03	1.235817569096e-03
678                 	3.632583988395e-01	1.813182222106e-01	1.819401766290e-01	5.208668882114e-01	-6.387481042354e-02	5.847416986350e-01	-3.243082545293e-01	-3.109772092009e-04	-1.057261863749e-03	-2.476093778516e-03	-2.295308753007e-03	-1.807850255086e-04
679                 	3.672246239132e-01	1.830568392409e-01	1.841677846724e-01	5.251967885435e-01	-7.076237767571e-02	5.959591662192e-01	-3.333607719474e-01	-5.554727157586e-04	-2.508544627637e-03	-8.372491308539e-03	-6.694790281906e-03	-1.677701026633e-03
680                 	3.727951246131e-01	1.858193690094e-01	1.869757556037e-01	5.321970964234e-01	-7.553434982601e-02	6.077314462494e-01	-3.416328980377e-01	-5.781932971291e-04	-2.775052886994e-03	-1.129963160078e-02	-8.424868687386e-03	-2.874762913397e-03
681                 	3.783737366388e-01	1.888014376640e-01	1.895722989749e-01	5.434283321801e-01	-7.713061394592e-02	6.205589461260e-01	-3.488447800360e-01	-3.854306554600e-04	-1.974112857504e-03	-1.071717128779e-02	-7.332698501401e-03	-3.384472786392e-03
682                 	3.822479102630e-01	1.909961548763e-01	1.912517553867e-01	5.492167910988e-01	-7.618109241509e-02	6.253978835139e-01	-3.507894879645e-01	-1.278002552018e-04	-1.036306441787e-03	-8.199843481579e-03	-5.136228182577e-03	-3.063615299003e-03
683                 	3.837943339269e-01	1.919811878082e-01	1.918131461187e-01	5.417228735394e-01	-7.294086463530e-02	6.146637381747e-01	-3.438023014050e-01	8.402084477721e-05	-7.581590029527e-04	-5.617975365860e-03	-3.567146685883e-03	-2.050828679977e-03
684                 	3.833765824695e-01	1.919330574557e-01	1.914435250138e-01	5.207208709494e-01	-6.697525483630e-02	5.876961257857e-01	-3.273356903110e-01	2.447662209755e-04	-9.680128759525e-04	-3.384408555796e-03	-2.660217153850e-03	-7.241914019453e-04
685                 	3.821356024196e-01	1.914270608244e-01	1.907085415952e-01	4.909021516286e-01	-5.765753368067e-02	5.485596853092e-01	-3.031086094949e-01	3.592596146376e-04	-1.107773769888e-03	-1.298916113516e-03	-1.757231826647e-03	4.583157131304e-04
686                 	3.801442702604e-01	1.904835918971e-01	1.896606783633e-01	4.577688615890e-01	-4.598203264479e-02	5.037508942338e-01	-2.748664634393e-01	4.114567669250e-04	-6.616387763604e-04	8.613518952232e-04	-2.309628287488e-04	1.092314723972e-03
687                 	3.767631114113e-01	1.887281831436e-01	1.880349282677e-01	4.226241482754e-01	-3.340081055449e-02	4.560249588299e-01	-2.447128846922e-01	3.466274379727e-04	3.861502452499e-04	3.308586705924e-03	2.040443598212e-03	1.268143107712e-03
688                 	3.710499332655e-01	1.857337929119e-01	1.853161403536e-01	3.893190772501e-01	-2.108058140495e-02	4.103996586551e-01	-2.157401200300e-01	2.088262791667e-04	1.438100694912e-03	5.228664494670e-03	4.052432942247e-03	1.176231552423e-03
689                 	3.634576173307e-01	1.818271092932e-01	1.816305080376e-01	3.591434938569e-01	-1.074719741341e-02	3.698906912703e-01	-1.903189443419e-01	9.830062779439e-05	1.976098085282e-03	5.825657096884e-03	4.888926633724e-03	9.367304631606e-04
690                 	3.567842272145e-01	1.783582321359e-01	1.784259950786e-01	3.359190625819e-01	-2.986983496283e-03	3.389060460782e-01	-1.709465147872e-01	-3.388147136631e-05	1.721857113518e-03	4.477887904867e-03	3.960801065952e-03	5.170868389152e-04
691                 	3.537673390555e-01	1.766647835838e-01	1.771025554717e-01	3.225101114263e-01	2.063500983048e-03	3.204466104433e-01	-1.591915547301e-01	-2.188859439603e-04	1.000232202714e-03	1.483029063268e-03	1.741746734348e-03	-2.587176710799e-04
692                 	3.542656436857e-01	1.767793308054e-01	1.774863128803e-01	3.176147087842e-01	4.082021506992e-03	3.135326872772e-01	-1.547253328851e-01	-3.534910374331e-04	7.895823441089e-04	-1.214171743337e-03	1.824964724402e-04	-1.396668215778e-03
693                 	3.566406985089e-01	1.779347933037e-01	1.787059052052e-01	3.208021568953e-01	2.426190452445e-03	3.183759664428e-01	-1.579748879952e-01	-3.855559507767e-04	1.415617101764e-03	-2.492086208777e-03	1.695739973758e-04	-2.661660206153e-03
694                 	3.588442723198e-01	1.791069099798e-01	1.797373623400e-01	3.269553070845e-01	-2.912591857017e-03	3.298678989415e-01	-1.663902453993e-01	-3.152261800835e-04	2.461944553896e-03	-2.036163914178e-03	1.443862596807e-03	-3.480026510985e-03
695                 	3.600670579676e-01	1.798701852882e-01	1.801968726794e-01	3.340060487618e-01	-1.102248832235e-02	3.450285370842e-01	-1.780255127033e-01	-1.633436956067e-04	3.364798252141e-03	-2.174706964802e-04	3.256062903901e-03	-3.473533600381e-03
696                 	3.608135769582e-01	1.803952778608e-01	1.804182990974e-01	3.430026692044e-01	-2.121781169123e-02	3.642204808957e-01	-1.927191462935e-01	-1.151061826461e-05	3.593149292822e-03	2.129363548572e-03	4.657831067108e-03	-2.528467518536e-03
697                 	3.614688616201e-01	1.808100733118e-01	1.806587883083e-01	3.603020902667e-01	-3.147406116545e-02	3.917761514321e-01	-2.116251062988e-01	7.564250176467e-05	3.075489243459e-03	4.244836791883e-03	5.197907639400e-03	-9.530708475172e-04
