# Force and moment coefficients
# dragDir           : (1.000000000000e+00 0.000000000000e+00 0.000000000000e+00)
# sideDir           : (0.000000000000e+00 1.000000000000e+00 0.000000000000e+00)
# liftDir           : (0.000000000000e+00 0.000000000000e+00 1.000000000000e+00)
# rollAxis          : (1.000000000000e+00 0.000000000000e+00 0.000000000000e+00)
# pitchAxis         : (0.000000000000e+00 1.000000000000e+00 0.000000000000e+00)
# yawAxis           : (0.000000000000e+00 0.000000000000e+00 1.000000000000e+00)
# magUInf           : 4.000000000000e+01
# lRef              : 1.044000000000e+00
# Aref              : 1.120000000000e-01
# CofR              : (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)
#
# Time              	Cd                  	Cd(f)               	Cd(r)               	Cl                  	Cl(f)               	Cl(r)               	CmPitch             	CmRoll              	CmYaw               	Cs                  	Cs(f)               	Cs(r)               
103                 	4.013637834708e-01	1.993198665554e-01	2.020439169154e-01	4.925149047408e-01	-6.448886268428e-02	5.570037674251e-01	-3.107463150547e-01	-1.362025180043e-03	1.025084071821e-02	1.945429942492e-02	1.997799043067e-02	-5.236910057495e-04
104                 	3.983267716969e-01	1.975860245003e-01	2.007407471967e-01	5.177013010103e-01	-7.089381149557e-02	5.885951125059e-01	-3.297444620007e-01	-1.577361348211e-03	1.106916018628e-02	2.086154611628e-02	2.149993324443e-02	-6.383871281440e-04
105                 	3.964691497782e-01	1.965996322715e-01	1.998695175067e-01	5.388155084111e-01	-7.540156708185e-02	6.142170754929e-01	-3.448093212874e-01	-1.634942617578e-03	1.106240633614e-02	2.043156185047e-02	2.127818726138e-02	-8.466254109076e-04
106                 	3.965521831554e-01	1.967814175789e-01	1.997707655765e-01	5.576480237652e-01	-7.917415788762e-02	6.368221816528e-01	-3.579981697702e-01	-1.494673998813e-03	1.013159586306e-02	1.803415572787e-02	1.914867372699e-02	-1.114517999123e-03
107                 	3.988842605918e-01	1.980554893418e-01	2.008287712500e-01	5.774840083366e-01	-8.210014062465e-02	6.595841489612e-01	-3.708421447929e-01	-1.386640954112e-03	8.311192036736e-03	1.352224052689e-02	1.507231230018e-02	-1.550071773290e-03
108                 	4.027912471786e-01	1.999949875087e-01	2.027962596699e-01	5.950058081374e-01	-8.344420571346e-02	6.784500138508e-01	-3.809471097821e-01	-1.400636080573e-03	6.151070403121e-03	7.952388706499e-03	1.012726475637e-02	-2.174876049872e-03
109                 	4.062556993842e-01	2.017429145882e-01	2.045127847960e-01	6.035652945722e-01	-8.293250533961e-02	6.864977999118e-01	-3.847151526257e-01	-1.384935103878e-03	4.377821267343e-03	2.977061002805e-03	5.866351768746e-03	-2.889290765941e-03
110                 	4.079811092693e-01	2.027741390679e-01	2.052069702014e-01	6.003902416742e-01	-7.971703363878e-02	6.801072753130e-01	-3.799121544759e-01	-1.216415566735e-03	3.235389139543e-03	-2.519417740865e-04	3.109418252500e-03	-3.361360026586e-03
111                 	4.083534925637e-01	2.033380627707e-01	2.050154297930e-01	5.805630114134e-01	-7.319215032751e-02	6.537551617409e-01	-3.634736560342e-01	-8.386835111479e-04	2.510056074103e-03	-2.003952335761e-03	1.508079906223e-03	-3.512032241983e-03
112                 	4.081745453370e-01	2.037524212997e-01	2.044221240373e-01	5.449656113449e-01	-6.313561926345e-02	6.081012306083e-01	-3.356184249359e-01	-3.348513688222e-04	2.434104348408e-03	-1.582759888733e-03	1.642724404042e-03	-3.225484292774e-03
113                 	4.072452567919e-01	2.036977734125e-01	2.035474833794e-01	4.948272740776e-01	-5.090654308335e-02	5.457338171609e-01	-2.983201801221e-01	7.514501653849e-05	2.932587378687e-03	8.996845032990e-04	3.382429630337e-03	-2.482745127038e-03
114                 	4.041908473202e-01	2.023821763529e-01	2.018086709673e-01	4.349924170449e-01	-3.792156833059e-02	4.729139853755e-01	-2.554177768530e-01	2.867526927975e-04	3.728886362593e-03	5.056078471347e-03	6.256925598266e-03	-1.200847126919e-03
115                 	3.980229934880e-01	1.993987130864e-01	1.986242804015e-01	3.748693888722e-01	-2.497673587683e-02	3.998461247490e-01	-2.124114303129e-01	3.872163424658e-04	4.520668293936e-03	9.872691116406e-03	9.457013852139e-03	4.156772642674e-04
116                 	3.892837541380e-01	1.950487970568e-01	1.942349570812e-01	3.235730603028e-01	-1.251956016092e-02	3.360926204637e-01	-1.743060903123e-01	4.069199878193e-04	4.654203415391e-03	1.283952359511e-02	1.107396521294e-02	1.765558382162e-03
117                 	3.805763492498e-01	1.906511106621e-01	1.899252385877e-01	2.844683466578e-01	-1.785962860607e-03	2.862543095184e-01	-1.440201361895e-01	3.629360371815e-04	4.163869501632e-03	1.324873301965e-02	1.078823601146e-02	2.460497008191e-03
118                 	3.747895058982e-01	1.876106659197e-01	1.871788399785e-01	2.599336486651e-01	6.830799112937e-03	2.531028495521e-01	-1.231360252196e-01	2.159129705976e-04	3.355490203475e-03	1.135766693425e-02	9.034323670598e-03	2.323343263648e-03
119                 	3.727340075805e-01	1.863675169270e-01	1.863664906534e-01	2.492562795673e-01	1.302328450128e-02	2.362329950661e-01	-1.116048552824e-01	5.131368126885e-07	2.499142706893e-03	8.144468160292e-03	6.571376787039e-03	1.573091373253e-03
120                 	3.737260045272e-01	1.865220886093e-01	1.872039159179e-01	2.511492571285e-01	1.651871256955e-02	2.346305445589e-01	-1.090559159947e-01	-3.409136542758e-04	1.625852405780e-03	4.261181516755e-03	3.756443164157e-03	5.047383525975e-04
121                 	3.763895802326e-01	1.874267159820e-01	1.889628642507e-01	2.634640708600e-01	1.665142913959e-02	2.468126417204e-01	-1.150806062904e-01	-7.680741343322e-04	6.988997294895e-04	3.589705601062e-05	7.168482574948e-04	-6.809512014842e-04
122                 	3.789581839822e-01	1.883368794072e-01	1.906213045750e-01	2.848319038554e-01	1.239968274368e-02	2.724322211117e-01	-1.300162691840e-01	-1.142212583927e-03	1.246837953750e-04	-3.526292037202e-03	-1.638462223226e-03	-1.887829813976e-03
123                 	3.810304927917e-01	1.891151788520e-01	1.919153139396e-01	3.104819703080e-01	3.630606283288e-03	3.068513640247e-01	-1.516103788707e-01	-1.400067543794e-03	2.125229665275e-04	-5.093237532483e-03	-2.334095799714e-03	-2.759141732769e-03
124                 	3.824650805364e-01	1.896403672850e-01	1.928247132514e-01	3.366003313666e-01	-9.371237128215e-03	3.459715684948e-01	-1.776714028115e-01	-1.592172983214e-03	5.450912850838e-04	-4.612383230668e-03	-1.761100330250e-03	-2.851282900418e-03
125                 	3.839211219525e-01	1.902711124235e-01	1.936500095289e-01	3.609875188144e-01	-2.500349697937e-02	3.859910157938e-01	-2.054972563866e-01	-1.689448552703e-03	9.947055817626e-04	-1.905611829495e-03	4.189966701527e-05	-1.947511496510e-03
126                 	3.845350344495e-01	1.907255167144e-01	1.938095177350e-01	3.869553996539e-01	-4.026084302840e-02	4.272162426823e-01	-2.337385428554e-01	-1.542000510298e-03	1.643238840569e-03	2.395595012049e-03	2.841036346594e-03	-4.454413345449e-04
127                 	3.840897845058e-01	1.908886129614e-01	1.932011715444e-01	4.195464468256e-01	-5.195899249821e-02	4.715054393238e-01	-2.617322159110e-01	-1.156279291503e-03	2.530493402182e-03	6.800834982117e-03	5.930910893241e-03	8.699240888759e-04
128                 	3.825250248913e-01	1.905079962299e-01	1.920170286614e-01	4.571344487242e-01	-5.995836576023e-02	5.170928144845e-01	-2.885255901224e-01	-7.545162157800e-04	3.199682161373e-03	9.768696244802e-03	8.084030283773e-03	1.684665961028e-03
129                 	3.807351184285e-01	1.898969033488e-01	1.908382150797e-01	4.962252484233e-01	-6.517443711686e-02	5.613996855402e-01	-3.132870613285e-01	-4.706558654572e-04	3.527247060511e-03	1.155153402051e-02	9.303014070766e-03	2.248519949744e-03
130                 	3.801885346762e-01	1.897754775551e-01	1.904130571211e-01	5.288156012416e-01	-6.884329541562e-02	5.976588966572e-01	-3.332510960364e-01	-3.187897830392e-04	3.530052448889e-03	1.273754763771e-02	9.898826267746e-03	2.838721369968e-03
131                 	3.817133209170e-01	1.905993066148e-01	1.911140143022e-01	5.509666683870e-01	-7.201921285321e-02	6.229858812402e-01	-3.475025470467e-01	-2.573538436889e-04	3.425779507905e-03	1.351833278134e-02	1.018494589857e-02	3.333386882763e-03
132                 	3.852178379385e-01	1.923824627667e-01	1.928353751718e-01	5.635230444021e-01	-7.544551090621e-02	6.389685553083e-01	-3.572070331073e-01	-2.264562025986e-04	3.075531719461e-03	1.288737288750e-02	9.519218163211e-03	3.368154724288e-03
133                 	3.896369998831e-01	1.945927488065e-01	1.950442510766e-01	5.668548424500e-01	-7.842227855199e-02	6.452771210020e-01	-3.618496997770e-01	-2.257511350936e-04	2.427247155552e-03	1.023457699997e-02	7.544535655537e-03	2.690041344433e-03
134                 	3.933708183465e-01	1.963986886298e-01	1.969721297166e-01	5.631836703883e-01	-7.989397788939e-02	6.430776482776e-01	-3.614858130835e-01	-2.867205434097e-04	1.373083911607e-03	5.632330606993e-03	4.189249215103e-03	1.443081391889e-03
135                 	3.949712779914e-01	1.970597896651e-01	1.979114883263e-01	5.553163105361e-01	-7.894698524254e-02	6.342632957786e-01	-3.566051405106e-01	-4.258493305884e-04	7.035614292812e-06	8.102050344342e-05	4.754586601452e-05	3.347463742890e-05
136                 	3.943050438966e-01	1.965878503452e-01	1.977171935513e-01	5.473183162194e-01	-7.519186853801e-02	6.225101847574e-01	-3.488510266477e-01	-5.646716030489e-04	-1.347569205874e-03	-4.888093327242e-03	-3.791615869495e-03	-1.096477457747e-03
137                 	3.925377246221e-01	1.956021237497e-01	1.969356008724e-01	5.369071395631e-01	-6.847785062163e-02	6.053849901847e-01	-3.369314204032e-01	-6.667385613312e-04	-2.487467395275e-03	-8.315605874272e-03	-6.645270332411e-03	-1.670335541860e-03
138                 	3.910511825890e-01	1.948368380199e-01	1.962143445691e-01	5.176962383777e-01	-5.926858363790e-02	5.769648220156e-01	-3.181167028267e-01	-6.887532746124e-04	-3.297527290507e-03	-1.006319661951e-02	-8.329125600264e-03	-1.734071019249e-03
139                 	3.901730808821e-01	1.945532946483e-01	1.956197862338e-01	4.859077012353e-01	-4.773157744199e-02	5.336392786773e-01	-2.906854280597e-01	-5.332457927640e-04	-3.454558988069e-03	-1.013188976877e-02	-8.520503872456e-03	-1.611385896319e-03
140                 	3.884056727052e-01	1.940201390150e-01	1.943855336902e-01	4.409211813633e-01	-3.485260092641e-02	4.757737822897e-01	-2.553131916080e-01	-1.826973376001e-04	-2.782816988907e-03	-8.451084314530e-03	-7.008359146172e-03	-1.442725168358e-03
141                 	3.840730427768e-01	1.922681535557e-01	1.918048892210e-01	3.892505402916e-01	-2.224134554798e-02	4.114918858396e-01	-2.168666156938e-01	2.316321673405e-04	-1.243560095186e-03	-4.847142745522e-03	-3.667131467947e-03	-1.180011277575e-03
142                 	3.770527017586e-01	1.890590288562e-01	1.879936729024e-01	3.390192326295e-01	-1.162760638772e-02	3.506468390172e-01	-1.811372227025e-01	5.326779769123e-04	9.433989090849e-04	8.701802831669e-04	1.378489050668e-03	-5.083087675015e-04
143                 	3.697334285971e-01	1.854291628045e-01	1.843042657926e-01	2.974101997188e-01	-3.462748217505e-03	3.008729479363e-01	-1.521678480769e-01	5.624485059144e-04	3.003246608965e-03	7.374850891715e-03	6.690672054823e-03	6.841788368925e-04
144                 	3.647529148102e-01	1.827638173636e-01	1.819890974466e-01	2.696133991423e-01	1.938166236951e-03	2.676752329053e-01	-1.328685333342e-01	3.873599585011e-04	4.237798150169e-03	1.254516020298e-02	1.051037825166e-02	2.034781951319e-03
145                 	3.634783654824e-01	1.819251632347e-01	1.815532022477e-01	2.561611315742e-01	5.490077344496e-03	2.506710542297e-01	-1.225904884426e-01	1.859804935352e-04	4.429506167340e-03	1.464456580359e-02	1.175178906914e-02	2.892776734457e-03
146                 	3.650425306683e-01	1.827027301856e-01	1.823398004827e-01	2.566735829020e-01	5.648961848259e-03	2.510246210537e-01	-1.226878296027e-01	1.814648514719e-04	4.228830887230e-03	1.399774837376e-02	1.122770507411e-02	2.770043299650e-03
147                 	3.677868248129e-01	1.842428617079e-01	1.835439631050e-01	2.716226226782e-01	2.675413466883e-03	2.689472092113e-01	-1.331358978722e-01	3.494493014381e-04	3.679759425600e-03	1.106276704714e-02	9.211142949171e-03	1.851624097972e-03
148                 	3.694934429130e-01	1.851934065528e-01	1.843000363603e-01	2.980835139448e-01	-2.522536153497e-03	3.006060500983e-01	-1.515642931259e-01	4.466850962552e-04	2.842064089644e-03	6.703550385488e-03	6.193839282388e-03	5.097111031004e-04
149                 	3.695764368633e-01	1.849659439643e-01	1.846104928990e-01	3.356165562979e-01	-9.375488638754e-03	3.449920449367e-01	-1.771837667877e-01	1.777255326467e-04	1.461323604878e-03	1.419121463054e-03	2.170884336405e-03	-7.517628733511e-04
150                 	3.688630231646e-01	1.840636431482e-01	1.847993800164e-01	3.789869535403e-01	-1.757527726993e-02	3.965622308102e-01	-2.070687540401e-01	-3.678684340873e-04	-3.814789542348e-04	-4.117486653177e-03	-2.440222280823e-03	-1.677264372354e-03
151                 	3.684769274682e-01	1.833718635617e-01	1.851050639065e-01	4.206813440297e-01	-2.694116093719e-02	4.476225049669e-01	-2.372818329520e-01	-8.666001723578e-04	-2.045056709486e-03	-8.423989950348e-03	-6.257051684660e-03	-2.166938265688e-03
152                 	3.693083033620e-01	1.836637461530e-01	1.856445572091e-01	4.516977105561e-01	-3.746944745854e-02	4.891671580147e-01	-2.633183027366e-01	-9.904055280529e-04	-2.567527884658e-03	-9.566287961637e-03	-7.350671865476e-03	-2.215616096160e-03
153                 	3.706713301243e-01	1.845560864056e-01	1.861152437187e-01	4.698745541605e-01	-4.866620847769e-02	5.185407626381e-01	-2.836034855579e-01	-7.795786565924e-04	-1.511502407553e-03	-6.507479503776e-03	-4.765242159441e-03	-1.742237344335e-03
154                 	3.718587852508e-01	1.854544584834e-01	1.864043267674e-01	4.775321770662e-01	-5.948783605102e-02	5.370200131172e-01	-2.982539245841e-01	-4.749341420221e-04	2.708470931443e-04	-1.048421432153e-03	-2.533636229320e-04	-7.950578092206e-04
155                 	3.732000928684e-01	1.862406932158e-01	1.869593996526e-01	4.870048178189e-01	-6.861610925925e-02	5.556209270781e-01	-3.121185181687e-01	-3.593532184433e-04	1.907263506058e-03	4.736242390859e-03	4.275384701488e-03	4.608576893710e-04
156                 	3.754857615992e-01	1.872759531802e-01	1.882098084191e-01	5.041189403610e-01	-7.505054651551e-02	5.791694868765e-01	-3.271100166960e-01	-4.669276194491e-04	2.757553523784e-03	9.163110213014e-03	7.339108630291e-03	1.824001582723e-03
157                 	3.794615024523e-01	1.892442391417e-01	1.902172633106e-01	5.303682618858e-01	-7.830745526105e-02	6.086757171469e-01	-3.434915862040e-01	-4.865120844861e-04	3.159221181573e-03	1.218009983522e-02	9.249271099184e-03	2.930828736037e-03
158                 	3.847822677444e-01	1.921174321686e-01	1.926648355758e-01	5.549185090307e-01	-7.927594279675e-02	6.341944518274e-01	-3.567351973121e-01	-2.737017035991e-04	3.286286253388e-03	1.370961019351e-02	1.014109135014e-02	3.568518843366e-03
159                 	3.896646853972e-01	1.948919109166e-01	1.947727744805e-01	5.707658395797e-01	-7.846690527410e-02	6.492327448538e-01	-3.638498250640e-01	5.956821803528e-05	3.316672067004e-03	1.401602290352e-02	1.032468351877e-02	3.691339384758e-03
160                 	3.920297954930e-01	1.962717786560e-01	1.957580168371e-01	5.758698327472e-01	-7.658460690654e-02	6.524544396538e-01	-3.645195232802e-01	2.568809094519e-04	2.925404114426e-03	1.255220915860e-02	9.201508693725e-03	3.350700464872e-03
161                 	3.916808908811e-01	1.959644022052e-01	1.957164886758e-01	5.655795426772e-01	-7.422443271730e-02	6.398039753945e-01	-3.570142040559e-01	1.239567647189e-04	1.627131117448e-03	8.453229411812e-03	5.853745823354e-03	2.599483588458e-03
162                 	3.896756818850e-01	1.946710792069e-01	1.950046026780e-01	5.399938636802e-01	-7.120139598320e-02	6.111952596634e-01	-3.411983278233e-01	-1.667617355590e-04	-4.884300599840e-04	1.734023842973e-03	3.785818615027e-04	1.355441981471e-03
163                 	3.874475036461e-01	1.934279628239e-01	1.940195408222e-01	5.054719784025e-01	-6.589102094306e-02	5.713629993456e-01	-3.186270101443e-01	-2.957889991574e-04	-2.808186951603e-03	-6.208690518519e-03	-5.912532210862e-03	-2.961583076563e-04
164                 	3.858888566375e-01	1.927960886380e-01	1.930927679995e-01	4.706079261115e-01	-5.691062873821e-02	5.275185548497e-01	-2.922145917940e-01	-1.483396807475e-04	-4.278862853758e-03	-1.246281505856e-02	-1.051027038304e-02	-1.952544675521e-03
165                 	3.842900366204e-01	1.922170078354e-01	1.920730287850e-01	4.385461528111e-01	-4.478106154928e-02	4.833272143604e-01	-2.640541379548e-01	7.198952521057e-05	-4.379222679038e-03	-1.483440580083e-02	-1.179642557945e-02	-3.037980221379e-03
166                 	3.816059675826e-01	1.909134811787e-01	1.906924864039e-01	4.046455062568e-01	-3.165285913499e-02	4.362983653918e-01	-2.339756122634e-01	1.104973874037e-04	-3.493768496666e-03	-1.349906787791e-02	-1.024330243562e-02	-3.255765442291e-03
167                 	3.771304494215e-01	1.885391289382e-01	1.885913204834e-01	3.682584126022e-01	-2.011315664467e-02	3.883715692468e-01	-2.042423629457e-01	-2.609577261007e-05	-2.320507358798e-03	-9.709447911754e-03	-7.175231314675e-03	-2.534216597079e-03
168                 	3.715715756813e-01	1.856689507652e-01	1.859026249162e-01	3.337299413010e-01	-1.136769301917e-02	3.450976343202e-01	-1.782326636697e-01	-1.168370755154e-04	-1.277717791149e-03	-5.059649962249e-03	-3.807542772273e-03	-1.252107189976e-03
169                 	3.668314616109e-01	1.834983312433e-01	1.833331303677e-01	3.085629141366e-01	-4.791965520139e-03	3.133548796567e-01	-1.590734225884e-01	8.260043780628e-05	-1.903693852816e-04	1.913423978635e-04	-9.469818634981e-05	2.860405842133e-04
170                 	3.643567271508e-01	1.826402770419e-01	1.817164501089e-01	2.959970934002e-01	1.344910586526e-04	2.958626023416e-01	-1.478640556415e-01	4.619134664869e-04	1.191736739394e-03	5.861397628164e-03	4.122435553476e-03	1.738962074688e-03
171                 	3.635039996423e-01	1.824438182878e-01	1.810601813545e-01	2.923939431985e-01	3.053866520461e-03	2.893400766781e-01	-1.431431050788e-01	6.918184666675e-04	2.808651849610e-03	1.130044750751e-02	8.458875603366e-03	2.841571904145e-03
172                 	3.633420752574e-01	1.822842726648e-01	1.810578025926e-01	2.969810100708e-01	2.438774445552e-03	2.945422356253e-01	-1.460517305899e-01	6.132350360695e-04	4.167105551889e-03	1.487021523374e-02	1.160221316876e-02	3.268002064979e-03
173                 	3.633572108746e-01	1.820064097660e-01	1.813508011086e-01	3.063501511653e-01	-2.440681812574e-03	3.087908329779e-01	-1.556157573952e-01	3.278043286771e-04	4.856670118639e-03	1.546484642715e-02	1.258909333221e-02	2.875753094935e-03
174                 	3.638848847479e-01	1.819695062508e-01	1.819153784971e-01	3.206984532664e-01	-1.061775420151e-02	3.313162074679e-01	-1.709669808347e-01	2.706387683358e-05	4.591425546918e-03	1.256705603047e-02	1.087495356215e-02	1.692102468315e-03
175                 	3.650619730211e-01	1.823786986697e-01	1.826832743514e-01	3.369396326257e-01	-2.048653030624e-02	3.574261629319e-01	-1.889563466191e-01	-1.522878408322e-04	3.422311048103e-03	6.946575559935e-03	6.895598828070e-03	5.097673186499e-05
176                 	3.668488519977e-01	1.830261013068e-01	1.838227506909e-01	3.596278620870e-01	-2.950873036576e-02	3.891365924528e-01	-2.093226614093e-01	-3.983246920239e-04	1.979193105371e-03	-4.037329847000e-05	1.959006456136e-03	-1.999379754606e-03
177                 	3.685614067448e-01	1.835078601868e-01	1.850535465579e-01	3.915574452736e-01	-3.666062097049e-02	4.282180662440e-01	-2.324393436073e-01	-7.728431855491e-04	9.399545332496e-04	-6.170889115651e-03	-2.145490024576e-03	-4.025399091075e-03
178                 	3.692978264016e-01	1.834859838954e-01	1.858118425063e-01	4.285628215378e-01	-4.345797196354e-02	4.720207935014e-01	-2.577393827324e-01	-1.162929305433e-03	7.815190832365e-04	-9.210866154181e-03	-3.823913993854e-03	-5.386952160327e-03
179                 	3.690291307496e-01	1.830010457940e-01	1.860280849556e-01	4.629250858080e-01	-5.115047555673e-02	5.140755613648e-01	-2.826130184607e-01	-1.513519580774e-03	1.121396651691e-03	-8.873506519901e-03	-3.315356608259e-03	-5.558149911641e-03
180                 	3.690985451284e-01	1.829053488824e-01	1.861931962460e-01	4.898353775952e-01	-5.945556191861e-02	5.492909395138e-01	-3.043732507162e-01	-1.643923681824e-03	1.862808848816e-03	-5.024766577356e-03	-6.495744398616e-04	-4.375192137494e-03
181                 	3.709009579890e-01	1.840094436797e-01	1.868915143093e-01	5.044654006808e-01	-6.742747868672e-02	5.718928793675e-01	-3.196601790271e-01	-1.441035314825e-03	2.984487511751e-03	1.177176819809e-03	3.573075921655e-03	-2.395899101846e-03
182                 	3.746340723178e-01	1.864517735863e-01	1.881822987315e-01	5.146082631238e-01	-7.351295921968e-02	5.881212223434e-01	-3.308170907816e-01	-8.652625725622e-04	4.397147744816e-03	8.255140352801e-03	8.524717921217e-03	-2.695775684159e-04
183                 	3.791526496685e-01	1.893240979684e-01	1.898285517001e-01	5.294005029762e-01	-7.747621160476e-02	6.068767145809e-01	-3.421764630928e-01	-2.522268658110e-04	5.472525362905e-03	1.358742269500e-02	1.226623671040e-02	1.321185984594e-03
184                 	3.830796413005e-01	1.916624532046e-01	1.914171880959e-01	5.480551223031e-01	-7.941740222206e-02	6.274725245252e-01	-3.534449633736e-01	1.226325543169e-04	5.631896591929e-03	1.545719677090e-02	1.336049497738e-02	2.096701793519e-03
185                 	3.858323700382e-01	1.931669025287e-01	1.926654675095e-01	5.612535958592e-01	-7.976598212786e-02	6.410195779871e-01	-3.603927800575e-01	2.507175095882e-04	4.878203896977e-03	1.411015743762e-02	1.193328261579e-02	2.176874821834e-03
186                 	3.873727970252e-01	1.939576895713e-01	1.934151074540e-01	5.593210829423e-01	-7.840037028600e-02	6.377214532283e-01	-3.580609117571e-01	2.712910586578e-04	3.708604208238e-03	1.108201004657e-02	9.249609231525e-03	1.832400815049e-03
187                 	3.881191803378e-01	1.943092008071e-01	1.938099795307e-01	5.414607759304e-01	-7.456886741987e-02	6.160296433502e-01	-3.452992553850e-01	2.496106382013e-04	2.678832800534e-03	7.835692973835e-03	6.596679287451e-03	1.239013686384e-03
188                 	3.880159010794e-01	1.941591690020e-01	1.938567320773e-01	5.121268763248e-01	-6.776140303724e-02	5.798882793621e-01	-3.238248411997e-01	1.512184623508e-04	1.965208130218e-03	4.904312529947e-03	4.417364395192e-03	4.869481347556e-04
189                 	3.873334103678e-01	1.936492266055e-01	1.936841837623e-01	4.771565414481e-01	-5.793827053261e-02	5.350948119808e-01	-2.965165412567e-01	-1.747857836759e-05	1.407350119126e-03	2.073792585968e-03	2.444246412110e-03	-3.704538261419e-04
190                 	3.849998026578e-01	1.923296358399e-01	1.926701668179e-01	4.436622377950e-01	-4.570741482830e-02	4.893696526233e-01	-2.675385337258e-01	-1.702654889904e-04	7.081065891965e-04	-7.296982514848e-04	3.432574634541e-04	-1.072955714939e-03
191                 	3.797470482696e-01	1.896356449701e-01	1.901114032995e-01	4.129588283060e-01	-3.230251794179e-02	4.452613462478e-01	-2.387819320948e-01	-2.378791646828e-04	-3.808715403783e-04	-3.739612842397e-03	-2.250677961577e-03	-1.488934880820e-03
192                 	3.717448120748e-01	1.856468334612e-01	1.860979786136e-01	3.824597231704e-01	-1.915759661138e-02	4.016173197818e-01	-2.103874581966e-01	-2.255725761943e-04	-1.738107121954e-03	-6.879683861595e-03	-5.177949052751e-03	-1.701734808844e-03
193                 	3.632186532440e-01	1.814190189099e-01	1.817996343341e-01	3.505035657127e-01	-7.775221840176e-03	3.582787875529e-01	-1.830270046965e-01	-1.903077120892e-04	-2.770746189521e-03	-9.396625788600e-03	-7.469059083821e-03	-1.927566704779e-03
194                 	3.575624523908e-01	1.786353095027e-01	1.789271428882e-01	3.209333275145e-01	2.052240713071e-04	3.207281034432e-01	-1.602614396860e-01	-1.459166927543e-04	-3.102434504987e-03	-1.026589272962e-02	-8.235380869795e-03	-2.030511859820e-03
195                 	3.568787663472e-01	1.783778856352e-01	1.785008807120e-01	2.976446025051e-01	4.420864173051e-03	2.932237383320e-01	-1.444014370795e-01	-6.149753839694e-05	-2.587478340001e-03	-8.938107714441e-03	-7.056532197221e-03	-1.881575517220e-03
196                 	3.596766744366e-01	1.799140584058e-01	1.797626160308e-01	2.856544911726e-01	4.743377760244e-03	2.809111134123e-01	-1.380838678260e-01	7.572118754300e-05	-1.505208429817e-03	-5.780137583887e-03	-4.395277221760e-03	-1.384860362126e-03
197                 	3.630624168080e-01	1.817980861433e-01	1.812643306647e-01	2.868230941653e-01	1.379598052462e-03	2.854434961129e-01	-1.420319490302e-01	2.668777392625e-04	-4.199038940277e-04	-1.760364353043e-03	-1.300086070549e-03	-4.602782824938e-04
198                 	3.647609893491e-01	1.828222581288e-01	1.819387312203e-01	2.986229582383e-01	-4.550273447028e-03	3.031732316853e-01	-1.538617525662e-01	4.417634542764e-04	4.816917933418e-04	2.236912335713e-03	1.600147961198e-03	6.367643745148e-04
199                 	3.648269981582e-01	1.829415806562e-01	1.818854175020e-01	3.173003282908e-01	-1.197720437432e-02	3.292775326651e-01	-1.706273685197e-01	5.280815771152e-04	1.307099157786e-03	5.767078160336e-03	4.190638237954e-03	1.576439922382e-03
200                 	3.643174357965e-01	1.826448580310e-01	1.816725777655e-01	3.437499680073e-01	-1.999500586207e-02	3.637449738694e-01	-1.918699898657e-01	4.861401327490e-04	1.848332821076e-03	7.664896371284e-03	5.680781006718e-03	1.984115364566e-03
201                 	3.641626471031e-01	1.824942464640e-01	1.816684006391e-01	3.710050739201e-01	-2.891504263474e-02	3.999201165548e-01	-2.144175795948e-01	4.129229124752e-04	2.497134509756e-03	8.846184382774e-03	6.920226701143e-03	1.925957681631e-03
202                 	3.647783030872e-01	1.827561810850e-01	1.820221220022e-01	4.029672235821e-01	-3.761119434231e-02	4.405784179244e-01	-2.390948061333e-01	3.670295413701e-04	2.873663553969e-03	8.493402447561e-03	7.120364777749e-03	1.373037669811e-03
203                 	3.655321752531e-01	1.831651281822e-01	1.823670470709e-01	4.347009195547e-01	-4.510302159925e-02	4.798039411539e-01	-2.624534813766e-01	3.990405556452e-04	2.681929584001e-03	7.001786007540e-03	6.182822587771e-03	8.189634197691e-04
204                 	3.658107014828e-01	1.832840826588e-01	1.825266188240e-01	4.661616091924e-01	-5.075817944308e-02	5.169197886355e-01	-2.838389840393e-01	3.787319174093e-04	1.791009670243e-03	4.053371706688e-03	3.817695523587e-03	2.356761831009e-04
205                 	3.663291186026e-01	1.833556793824e-01	1.829734392202e-01	4.976056481493e-01	-5.479446777773e-02	5.524001159271e-01	-3.035972918524e-01	1.911200811248e-04	4.738522231723e-04	1.151993849943e-04	5.314519156695e-04	-4.162525306751e-04
206                 	3.681469202777e-01	1.839945278967e-01	1.841523923811e-01	5.260779167321e-01	-5.845740079750e-02	5.845353175296e-01	-3.214963591636e-01	-7.893224218980e-05	-5.685551861665e-04	-3.422414302210e-03	-2.279762337271e-03	-1.142651964938e-03
207                 	3.718999121471e-01	1.856178312361e-01	1.862820809110e-01	5.502048589395e-01	-6.246806728276e-02	6.126729262223e-01	-3.375704967525e-01	-3.321248374492e-04	-7.989152422219e-04	-5.063722138936e-03	-3.330776311690e-03	-1.732945827246e-03
208                 	3.771732458776e-01	1.881721013999e-01	1.890011444777e-01	5.660168076874e-01	-6.692699676437e-02	6.329438044517e-01	-3.499354006080e-01	-4.145215388934e-04	-9.157238004862e-05	-3.967602454782e-03	-2.075373607440e-03	-1.892228847342e-03
