# Force and moment coefficients
# dragDir           : (1.000000000000e+00 0.000000000000e+00 0.000000000000e+00)
# sideDir           : (0.000000000000e+00 1.000000000000e+00 0.000000000000e+00)
# liftDir           : (0.000000000000e+00 0.000000000000e+00 1.000000000000e+00)
# rollAxis          : (1.000000000000e+00 0.000000000000e+00 0.000000000000e+00)
# pitchAxis         : (0.000000000000e+00 1.000000000000e+00 0.000000000000e+00)
# yawAxis           : (0.000000000000e+00 0.000000000000e+00 1.000000000000e+00)
# magUInf           : 4.000000000000e+01
# lRef              : 1.044000000000e+00
# Aref              : 1.120000000000e-01
# CofR              : (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)
#
# Time              	Cd                  	Cd(f)               	Cd(r)               	Cl                  	Cl(f)               	Cl(r)               	CmPitch             	CmRoll              	CmYaw               	Cs                  	Cs(f)               	Cs(r)               
11                  	1.421935476297e-01	7.129365743127e-02	7.089989019846e-02	7.079775743416e-01	-1.980726471736e-01	9.060502215153e-01	-5.520614343444e-01	1.968836164046e-04	-1.152884388604e-03	-7.161060160079e-04	-1.510937396608e-03	7.948313805996e-04
12                  	1.569677335807e-01	7.934999705997e-02	7.761773652071e-02	6.380200743267e-01	-1.430392223809e-01	7.810592967076e-01	-4.620492595442e-01	8.661302696310e-04	-5.154578031961e-05	-4.450414772427e-03	-2.276753166533e-03	-2.173661605894e-03
13                  	4.618907763000e-01	2.317204019961e-01	2.301703743039e-01	5.365121336235e-01	-6.843354988017e-02	6.049456835037e-01	-3.366896166919e-01	7.750138461145e-04	1.909263154129e-03	-4.689735936477e-03	-4.356048141097e-04	-4.254131122367e-03
14                  	7.353286197646e-01	3.677691080153e-01	3.675595117494e-01	4.393119393031e-01	-3.320699304543e-02	4.725189323486e-01	-2.528629626970e-01	1.047981329657e-04	3.622624142258e-03	5.965196818818e-04	3.920883983199e-03	-3.324364301317e-03
15                  	7.546561365928e-01	3.766858104115e-01	3.779703261813e-01	3.604738568942e-01	-5.013192909603e-02	4.106057859903e-01	-2.303688575432e-01	-6.422578848992e-04	4.121227986772e-03	7.705739415894e-03	7.974097694719e-03	-2.683582788251e-04
16                  	5.519837324868e-01	2.750990132059e-01	2.768847192809e-01	3.005741004762e-01	-7.861441483028e-02	3.791885153065e-01	-2.289014650684e-01	-8.928530375334e-04	3.662572032882e-03	1.231632152335e-02	9.820732794559e-03	2.495588728795e-03
17                  	3.262340328930e-01	1.625622020020e-01	1.636718308910e-01	2.387576940837e-01	-7.327548212170e-02	3.120331762054e-01	-1.926543291636e-01	-5.548144444760e-04	2.491788470253e-03	1.159212202272e-02	8.287849481615e-03	3.304272541109e-03
18                  	2.479329253559e-01	1.239616890574e-01	1.239712362984e-01	1.599495866356e-01	-2.455812074570e-02	1.845077073813e-01	-1.045329140635e-01	-4.773620513992e-06	1.168270904038e-03	7.360771059786e-03	4.848656433931e-03	2.512114625854e-03
19                  	3.278165510442e-01	1.642548598134e-01	1.635616912308e-01	7.872851603300e-02	3.457604327729e-02	4.415247275572e-02	-4.788214739215e-03	3.465842912560e-04	-2.206158703453e-06	2.654316535369e-03	1.324952108981e-03	1.329364426388e-03
20                  	4.569292179981e-01	2.288717603300e-01	2.280574576681e-01	2.276513341714e-02	6.512108601642e-02	-4.235595259928e-02	5.373851930785e-02	4.071513309758e-04	-6.437783367345e-04	2.631828117781e-04	-5.121869308455e-04	7.753697426236e-04
21                  	5.235242825831e-01	2.621430441789e-01	2.613812384042e-01	1.473228004425e-02	5.521303526335e-02	-4.048075521910e-02	4.784689524122e-02	3.809028873343e-04	-7.669075761870e-04	6.128777587006e-04	-4.604686968367e-04	1.073346455537e-03
22                  	5.027716107324e-01	2.517598332260e-01	2.510117775064e-01	5.875199017078e-02	2.288930584650e-02	3.586268432427e-02	-6.486689238884e-03	3.740278597615e-04	-5.351644192323e-04	1.947645856765e-03	4.386585091504e-04	1.508987347615e-03
23                  	4.452321080755e-01	2.230583517756e-01	2.221737562999e-01	1.405953945244e-01	-7.012490802546e-03	1.476078853269e-01	-7.731018806473e-02	4.422977378329e-04	-7.745565665651e-04	1.751150988498e-03	1.010189276839e-04	1.650132060814e-03
24                  	4.131369144954e-01	2.070670750824e-01	2.060698394130e-01	2.278876681152e-01	-2.211685902349e-02	2.500045271387e-01	-1.360606930811e-01	4.986178347109e-04	-1.412084490275e-03	-1.226308852175e-04	-1.473399932883e-03	1.350769047666e-03
25                  	4.251310057524e-01	2.129498768639e-01	2.121811288885e-01	2.905065503481e-01	-2.666358452671e-02	3.171701348748e-01	-1.719168597008e-01	3.843739877199e-04	-1.841204482405e-03	-1.980772935003e-03	-2.831590949907e-03	8.508180149039e-04
26                  	4.582071367976e-01	2.292966427929e-01	2.289104940047e-01	3.294787254280e-01	-3.302129531730e-02	3.625000207453e-01	-1.977606580313e-01	1.930743940779e-04	-2.075440267915e-03	-3.112677358260e-03	-3.631778947045e-03	5.191015887850e-04
27                  	4.810088594079e-01	2.406590590846e-01	2.403498003233e-01	3.648924359936e-01	-4.967316992091e-02	4.145656059145e-01	-2.321193879177e-01	1.546293806281e-04	-2.043604266209e-03	-3.267657947963e-03	-3.677433240190e-03	4.097752922273e-04
28                  	4.744139139389e-01	2.375462059578e-01	2.368677079812e-01	4.163702633821e-01	-7.505506850518e-02	4.914253318873e-01	-2.832402001962e-01	3.392489883151e-04	-1.697523152101e-03	-2.727162297088e-03	-3.061104300645e-03	3.339420035567e-04
29                  	4.477295640648e-01	2.245276128161e-01	2.232019512487e-01	4.835928225664e-01	-9.863671715256e-02	5.822295397190e-01	-3.404331284358e-01	6.628307837088e-04	-1.589818949004e-03	-2.475300134547e-03	-2.827469016277e-03	3.521688817304e-04
30                  	4.297269422393e-01	2.157413682323e-01	2.139855740069e-01	5.439307390137e-01	-1.101058058572e-01	6.540365448709e-01	-3.820711753641e-01	8.778971127017e-04	-1.591606757082e-03	-2.562840565121e-03	-2.873027039642e-03	3.101864745216e-04
31                  	4.348646170943e-01	2.182558756652e-01	2.166087414291e-01	5.781951516537e-01	-1.098503293112e-01	6.880454809649e-01	-3.989479051381e-01	8.235671180190e-04	-1.072484873459e-03	-2.058433139240e-03	-2.101701443079e-03	4.326830383915e-05
32                  	4.544519651802e-01	2.277630467681e-01	2.266889184121e-01	5.879947090733e-01	-1.054956455588e-01	6.934903546321e-01	-3.994930000955e-01	5.370641780019e-04	5.073190377660e-04	3.541043249499e-04	6.843712002409e-04	-3.302668752910e-04
33                  	4.693579538589e-01	2.349102414009e-01	2.344477124580e-01	5.843333281493e-01	-1.016437571226e-01	6.859770852719e-01	-3.938104211972e-01	2.312644714175e-04	2.421107906631e-03	4.020948945829e-03	4.431582379546e-03	-4.106334337161e-04
34                  	4.707956167711e-01	2.355128504728e-01	2.352827662983e-01	5.743393163993e-01	-9.619319259999e-02	6.705325089993e-01	-3.833628507996e-01	1.150420872865e-04	3.549034362086e-03	7.033523081931e-03	7.065795903052e-03	-3.227282112113e-05
35                  	4.639530209425e-01	2.321983878444e-01	2.317546330981e-01	5.565935050753e-01	-8.450067955368e-02	6.410941846290e-01	-3.627974320914e-01	2.218773731416e-04	3.594435542197e-03	8.524095104759e-03	7.856483094577e-03	6.676120101819e-04
36                  	4.579026653586e-01	2.294800511982e-01	2.284226141604e-01	5.212528671383e-01	-6.361184923310e-02	5.848647163713e-01	-3.242382828022e-01	5.287185189001e-04	2.939757237456e-03	8.572995301383e-03	7.226254888148e-03	1.346740413236e-03
37                  	4.518732083433e-01	2.267056365620e-01	2.251675717813e-01	4.644299680271e-01	-3.714358936178e-02	5.015735573888e-01	-2.693585733753e-01	7.690323903592e-04	1.987292639726e-03	7.444241676659e-03	5.709413478055e-03	1.734828198604e-03
38                  	4.424491778806e-01	2.218448507066e-01	2.206043271741e-01	3.946600612690e-01	-1.247362212531e-02	4.071336833943e-01	-2.098036527598e-01	6.202617662373e-04	1.196221774978e-03	5.836212491738e-03	4.114328020847e-03	1.721884470891e-03
39                  	4.306391811206e-01	2.154569061347e-01	2.151822749859e-01	3.247847097234e-01	4.148074407895e-03	3.206366353156e-01	-1.582442804538e-01	1.373155744044e-04	6.038386902433e-04	3.899688241377e-03	2.553682810932e-03	1.346005430445e-03
40                  	4.185191878752e-01	2.089515396758e-01	2.095676481993e-01	2.608457866792e-01	1.336594335949e-02	2.474798433198e-01	-1.170569499801e-01	-3.080542617453e-04	-7.274175193820e-04	8.329637700522e-04	-3.109356343559e-04	1.143899404408e-03
41                  	4.083442270556e-01	2.036951958728e-01	2.046490311828e-01	2.124404688308e-01	1.844525338752e-02	1.939952154433e-01	-8.777498102789e-02	-4.769176550071e-04	-2.578956900123e-03	-3.393957272767e-03	-4.275935536506e-03	8.819782637393e-04
42                  	4.051886319397e-01	2.022240207669e-01	2.029646111728e-01	1.819561417152e-01	2.238130043240e-02	1.595748412828e-01	-6.859677042519e-02	-3.702952029879e-04	-4.480280933800e-03	-7.730125602431e-03	-8.345343735016e-03	6.152181325843e-04
43                  	4.063686944517e-01	2.031034907008e-01	2.032652037510e-01	1.670517696719e-01	2.512635391655e-02	1.419254157554e-01	-5.839953091940e-02	-8.085652510141e-05	-5.465163717297e-03	-1.065771027728e-02	-1.079401885594e-02	1.363085786594e-04
44                  	4.081679151823e-01	2.042711278350e-01	2.038967873473e-01	1.679464895465e-01	2.366320874448e-02	1.442832808020e-01	-6.031003602877e-02	1.871702438177e-04	-4.561055538129e-03	-1.049272807107e-02	-9.807419573665e-03	-6.853084974058e-04
45                  	4.108279558371e-01	2.057440691313e-01	2.050838867058e-01	1.878844973161e-01	1.503064723734e-02	1.728538500788e-01	-7.891160142073e-02	3.300912127783e-04	-2.015925638416e-03	-7.083418698744e-03	-5.557634987788e-03	-1.525783710956e-03
46                  	4.157793037744e-01	2.082204731321e-01	2.075588306423e-01	2.315575428553e-01	-1.735821380634e-03	2.332933642359e-01	-1.175145928083e-01	3.308212449145e-04	1.083534322434e-03	-1.718619535563e-03	2.242245546523e-04	-1.942844090215e-03
47                  	4.188441787641e-01	2.096931641813e-01	2.091510145829e-01	3.034312693066e-01	-2.485029702917e-02	3.282815663357e-01	-1.765659316825e-01	2.710747992002e-04	3.460783931511e-03	3.555793389359e-03	5.238680626191e-03	-1.682887236831e-03
48                  	4.117633639292e-01	2.061750858596e-01	2.055882780696e-01	3.923181423786e-01	-4.944497556525e-02	4.417631179439e-01	-2.456040467546e-01	2.934038950175e-04	4.224472480114e-03	6.658479191982e-03	7.553712076105e-03	-8.952328841226e-04
49                  	4.015437599654e-01	2.011726196514e-01	2.003711403140e-01	4.773434826626e-01	-6.906023243704e-02	5.464037150997e-01	-3.077319737684e-01	4.007396686804e-04	3.320516976171e-03	6.944755008288e-03	6.792894480315e-03	1.518605279726e-04
50                  	3.983204411003e-01	1.995694783038e-01	1.987509627966e-01	5.465232353101e-01	-8.052433268001e-02	6.270475679901e-01	-3.537859503351e-01	4.092577535904e-04	1.710635482415e-03	5.595151180639e-03	4.508211072735e-03	1.086940107904e-03
51                  	4.057990896333e-01	2.029922895649e-01	2.028068000685e-01	5.956519418696e-01	-8.559975842866e-02	6.812517002982e-01	-3.834257293634e-01	9.274474820744e-05	5.023621834652e-04	4.198544869846e-03	2.601634618388e-03	1.596910251458e-03
52                  	4.176478328219e-01	2.082659265170e-01	2.093819063049e-01	6.314037308790e-01	-8.944171559114e-02	7.208454464701e-01	-4.051435810306e-01	-5.579898939120e-04	4.288018025731e-04	3.853735250262e-03	2.355669427704e-03	1.498065822558e-03
53                  	4.245287861754e-01	2.110726174675e-01	2.134561687079e-01	6.638037904282e-01	-9.579121964447e-02	7.595950100727e-01	-4.276931148586e-01	-1.191775620243e-03	9.529127826939e-04	3.821304404677e-03	2.863564985032e-03	9.577394196445e-04
54                  	4.268105788935e-01	2.118948359691e-01	2.149157429245e-01	6.900887854239e-01	-1.029560066383e-01	7.930447920621e-01	-4.480003993502e-01	-1.510453477682e-03	1.125459137908e-03	2.937001461750e-03	2.593959868783e-03	3.430415929667e-04
55                  	4.306004170787e-01	2.138391916581e-01	2.167612254206e-01	7.008951522828e-01	-1.067110177491e-01	8.076061700319e-01	-4.571585938905e-01	-1.461016881264e-03	4.551654910218e-04	4.492822116017e-04	6.798065968226e-04	-2.305243852209e-04
56                  	4.393789031262e-01	2.184325586686e-01	2.209463444576e-01	6.871755736553e-01	-1.040965354838e-01	7.912721091391e-01	-4.476843223114e-01	-1.256892894521e-03	-4.497392279238e-04	-2.409748154959e-03	-1.654613305403e-03	-7.551348495557e-04
57                  	4.500922861065e-01	2.239330381335e-01	2.261592479730e-01	6.502190467455e-01	-9.621394878143e-02	7.464329955269e-01	-4.213234721542e-01	-1.113104919739e-03	-9.171031321904e-04	-4.450767211979e-03	-3.142486738180e-03	-1.308280473799e-03
58                  	4.570476262011e-01	2.273888184840e-01	2.296588077171e-01	5.985831967378e-01	-8.492661034217e-02	6.835098070800e-01	-3.842182087111e-01	-1.134994616563e-03	-4.049057965809e-04	-4.968588183594e-03	-2.889199888378e-03	-2.079388295216e-03
59                  	4.545791115130e-01	2.262200065030e-01	2.283591050100e-01	5.372652241545e-01	-7.120317055039e-02	6.084683947049e-01	-3.398357826277e-01	-1.069549253462e-03	7.693389085077e-04	-3.870251612228e-03	-1.165786897606e-03	-2.704464714622e-03
60                  	4.473241696645e-01	2.230573268762e-01	2.242668427882e-01	4.686394566723e-01	-5.406285002246e-02	5.227023066947e-01	-2.883825783586e-01	-6.047579559903e-04	1.603011879475e-03	-1.383439574730e-03	9.112920921101e-04	-2.294731666840e-03
61                  	4.404473184546e-01	2.203632368774e-01	2.200840815772e-01	3.959480975428e-01	-3.315498559790e-02	4.291030831407e-01	-2.311290343693e-01	1.395776501303e-04	1.454021960959e-03	1.533351302053e-03	2.220697611986e-03	-6.873463099323e-04
62                  	4.347261370144e-01	2.181741141831e-01	2.165520228314e-01	3.324578195547e-01	-1.160970586611e-02	3.440675254208e-01	-1.778386156435e-01	8.110456758486e-04	7.424726862141e-04	4.313554499002e-03	2.899249935715e-03	1.414304563287e-03
63                  	4.273848016037e-01	2.148138877018e-01	2.125709139020e-01	2.899958689777e-01	5.973353027029e-03	2.840225159506e-01	-1.390245814618e-01	1.121486899910e-03	3.430556273762e-04	6.612048396256e-03	3.649079825504e-03	2.962968570752e-03
64                  	4.165692595975e-01	2.094292797077e-01	2.071399798898e-01	2.685989276257e-01	1.721096396355e-02	2.513879636622e-01	-1.170884998493e-01	1.144649908988e-03	1.680066719341e-04	7.687290382677e-03	4.011651863273e-03	3.675638519405e-03
65                  	4.029048554313e-01	2.024744555335e-01	2.004303998978e-01	2.551437919245e-01	2.274846633556e-02	2.323953255889e-01	-1.048234296267e-01	1.022027817855e-03	-1.864015905320e-04	6.734327354530e-03	3.180762086733e-03	3.553565267797e-03
66                  	3.900852096779e-01	1.958480413081e-01	1.942371683698e-01	2.380138527644e-01	2.477877949941e-02	2.132350732650e-01	-9.422814688279e-02	8.054364691548e-04	-1.187217937261e-03	2.932331152642e-03	2.789476390601e-04	2.653383513582e-03
67                  	3.844576385830e-01	1.928538717533e-01	1.916037668297e-01	2.163378357060e-01	2.548046665633e-02	1.908573690496e-01	-8.268845119665e-02	6.250524618048e-04	-2.511689302422e-03	-2.987656112659e-03	-4.005517358752e-03	1.017861246093e-03
68                  	3.891360531065e-01	1.950788539830e-01	1.940571991235e-01	2.004051686035e-01	2.502958120262e-02	1.753755874009e-01	-7.517300309915e-02	5.108274297702e-04	-3.325092332937e-03	-8.976050841258e-03	-7.813117753566e-03	-1.162933087692e-03
69                  	4.013895417817e-01	2.010495729940e-01	2.003399687876e-01	2.023637388469e-01	2.216544001458e-02	1.801982988323e-01	-7.901642940885e-02	3.548021031923e-04	-3.163028594143e-03	-1.301824686885e-02	-9.672152028570e-03	-3.346094840284e-03
70                  	4.138877369533e-01	2.071615191463e-01	2.067262178070e-01	2.225393510896e-01	1.503285361361e-02	2.075064974759e-01	-9.623682193117e-02	2.176506696448e-04	-2.585117286078e-03	-1.428924363344e-02	-9.729739102800e-03	-4.559504530645e-03
71                  	4.217078485109e-01	2.109804034322e-01	2.107274450787e-01	2.586838419897e-01	3.175004182748e-03	2.555088378069e-01	-1.261669168121e-01	1.264791767532e-04	-1.714563339887e-03	-1.221683463986e-02	-7.822980659816e-03	-4.393853980043e-03
72                  	4.252164399926e-01	2.126969430282e-01	2.125194969644e-01	3.024188007570e-01	-1.244310458074e-02	3.148619053377e-01	-1.636525049592e-01	8.872303190447e-05	-2.621320345203e-04	-7.073133904206e-03	-3.798698986623e-03	-3.274434917583e-03
73                  	4.255157484600e-01	2.129203025117e-01	2.125954459483e-01	3.481236296925e-01	-3.007611989669e-02	3.781997495891e-01	-2.041379347429e-01	1.624282816825e-04	1.662875594594e-03	1.777650255017e-04	1.751758107345e-03	-1.573993081844e-03
74                  	4.248211894193e-01	2.128112381575e-01	2.120099512618e-01	3.919752966204e-01	-4.587656713061e-02	4.378518637510e-01	-2.418642154408e-01	4.006434478656e-04	3.385887892979e-03	7.204227943204e-03	6.988001864581e-03	2.162260786226e-04
75                  	4.228362172548e-01	2.121179130600e-01	2.107183041948e-01	4.354378927244e-01	-5.726430547744e-02	4.927021982019e-01	-2.749832518397e-01	6.998044326112e-04	4.366271811576e-03	1.201901009217e-02	1.037577685766e-02	1.643233234510e-03
76                  	4.184419564933e-01	2.101250317920e-01	2.083169247013e-01	4.762335909049e-01	-6.514916303492e-02	5.413827539398e-01	-3.032659584874e-01	9.040535453743e-04	4.912438947272e-03	1.444117323431e-02	1.213302556443e-02	2.308147669880e-03
77                  	4.130879971879e-01	2.074482595089e-01	2.056397376790e-01	5.121148559441e-01	-7.101307824187e-02	5.831279341860e-01	-3.270705062139e-01	9.042609149492e-04	4.708826787121e-03	1.350911521915e-02	1.146338439669e-02	2.045730822452e-03
78                  	4.104861450473e-01	2.059229890693e-01	2.045631559780e-01	5.424269861994e-01	-7.589709839612e-02	6.183240845956e-01	-3.471105914958e-01	6.799165456190e-04	3.209605152472e-03	8.531776401135e-03	7.475493353040e-03	1.056283048095e-03
79                  	4.118536817136e-01	2.061357742258e-01	2.057179074879e-01	5.701188270085e-01	-8.014935942857e-02	6.502681864371e-01	-3.652087729328e-01	2.089333689488e-04	9.708043233968e-04	1.156437433506e-03	1.549023040150e-03	-3.925856066438e-04
80                  	4.145882375983e-01	2.068998644331e-01	2.076883731651e-01	5.939422024822e-01	-8.497229058917e-02	6.789144930714e-01	-3.819433918303e-01	-3.942543659959e-04	-1.132561272616e-03	-6.049548833410e-03	-4.157335689321e-03	-1.892213144089e-03
81                  	4.147450114637e-01	2.064423021644e-01	2.083027092993e-01	6.109109612624e-01	-9.120756714971e-02	7.021185284122e-01	-3.966630477809e-01	-9.302035674110e-04	-1.735433768140e-03	-9.711131441972e-03	-6.590999489126e-03	-3.120131952846e-03
82                  	4.117773829400e-01	2.046353630340e-01	2.071420199060e-01	6.176674859661e-01	-9.814290874145e-02	7.158103947076e-01	-4.069766517245e-01	-1.253328435998e-03	-3.984381885757e-04	-8.564915189712e-03	-4.680895783432e-03	-3.884019406281e-03
83                  	4.089636612707e-01	2.030947851964e-01	2.058688760743e-01	6.133838960140e-01	-1.027650942174e-01	7.161489902314e-01	-4.094570422244e-01	-1.387045438950e-03	2.257764754067e-03	-3.422462885643e-03	5.465333112452e-04	-3.968996196889e-03
84                  	4.107380181222e-01	2.039484282111e-01	2.067895899110e-01	5.981422605800e-01	-1.023771025466e-01	7.005193631265e-01	-4.014482328366e-01	-1.420580849951e-03	4.901650813896e-03	3.550422395948e-03	6.676862011870e-03	-3.126439615921e-03
85                  	4.182385790547e-01	2.077621233566e-01	2.104764556981e-01	5.718132213293e-01	-9.516975503063e-02	6.669829763599e-01	-3.810763656953e-01	-1.357166170730e-03	6.626620847578e-03	9.645059713867e-03	1.144915070451e-02	-1.804090990645e-03
86                  	4.274066707306e-01	2.125481225143e-01	2.148585482163e-01	5.341959961164e-01	-8.159984868449e-02	6.157958448009e-01	-3.486978467427e-01	-1.155212851008e-03	7.436158502738e-03	1.387126924830e-02	1.437179312689e-02	-5.005238785862e-04
87                  	4.315068226992e-01	2.149636642809e-01	2.165431584183e-01	4.881814976071e-01	-6.372954039517e-02	5.519110380023e-01	-3.078202891987e-01	-7.897470686612e-04	7.830457388840e-03	1.657222312007e-02	1.611656894888e-02	4.556541711969e-04
88                  	4.263087693054e-01	2.127686733391e-01	2.135400959663e-01	4.383880827745e-01	-4.443813414210e-02	4.828262169166e-01	-2.636321755294e-01	-3.857113135637e-04	8.310535894385e-03	1.835492706957e-02	1.748799942917e-02	8.669276404026e-04
89                  	4.131453762684e-01	2.064136133349e-01	2.067317629335e-01	3.869327259532e-01	-2.589386642651e-02	4.128265923798e-01	-2.193602294031e-01	-1.590747993278e-04	9.023422593789e-03	1.964776455472e-02	1.884730487115e-02	8.004596835716e-04
90                  	3.982030626912e-01	1.988326066978e-01	1.993704559934e-01	3.348080723571e-01	-9.721738742084e-03	3.445298110992e-01	-1.771257749206e-01	-2.689246477998e-04	9.349763842047e-03	1.962562160050e-02	1.916257464230e-02	4.630469582023e-04
91                  	3.876625860919e-01	1.932202079211e-01	1.944423781708e-01	2.854993233830e-01	3.436111310820e-03	2.820632120721e-01	-1.393135503807e-01	-6.110851248366e-04	8.868743502504e-03	1.769999475171e-02	1.771874087836e-02	-1.874612664925e-05
92                  	3.837105524886e-01	1.907845711844e-01	1.929259813042e-01	2.442459232377e-01	1.300734785836e-02	2.312385753794e-01	-1.091156137605e-01	-1.070705059875e-03	7.513732915064e-03	1.359632860159e-02	1.431189721586e-02	-7.155686142670e-04
93                  	3.845154670273e-01	1.906905306990e-01	1.938249363283e-01	2.160560723229e-01	1.911940731581e-02	1.969366650071e-01	-8.890862884563e-02	-1.567202814624e-03	6.087305777702e-03	8.940360045362e-03	1.055748580038e-02	-1.617125755021e-03
94                  	3.870319013424e-01	1.914573975657e-01	1.955745037767e-01	2.060265881869e-01	2.172680294827e-02	1.842997852386e-01	-8.128649114517e-02	-2.058553105475e-03	5.354349218688e-03	5.107955074695e-03	7.908326756035e-03	-2.800371681340e-03
95                  	3.891533045401e-01	1.921191583512e-01	1.970341461889e-01	2.137655958365e-01	2.063489951125e-02	1.931306963252e-01	-8.624789840700e-02	-2.457493918832e-03	5.382044077484e-03	2.798696542419e-03	6.781392348694e-03	-3.982695806275e-03
96                  	3.916485002683e-01	1.931910879690e-01	1.984574122993e-01	2.355360464619e-01	1.647291738329e-02	2.190631290786e-01	-1.012951058477e-01	-2.633162165180e-03	5.836419677066e-03	2.212969477027e-03	6.942904415579e-03	-4.729934938553e-03
97                  	3.960023967640e-01	1.954216625688e-01	2.005807341953e-01	2.648067877119e-01	9.388114955489e-03	2.554186727564e-01	-1.230152789004e-01	-2.579535813251e-03	6.038246070217e-03	2.592179979082e-03	7.334336059758e-03	-4.742156080676e-03
98                  	4.023039632487e-01	1.988078961036e-01	2.034960671451e-01	2.957204449985e-01	-7.323123714676e-04	2.964527573700e-01	-1.485925348707e-01	-2.344085520739e-03	5.920278885813e-03	3.605940782389e-03	7.723249277007e-03	-4.117308494618e-03
99                  	4.078869771767e-01	2.020183477947e-01	2.058686293820e-01	3.306837604320e-01	-1.319391762587e-02	3.438776780579e-01	-1.785357978419e-01	-1.925140793622e-03	5.730627622801e-03	5.269084386564e-03	8.365169816083e-03	-3.096085429518e-03
100                 	4.102315590407e-01	2.036426680548e-01	2.065888909860e-01	3.718439234117e-01	-2.756254854198e-02	3.994064719537e-01	-2.134845102478e-01	-1.473111465599e-03	6.063300575898e-03	8.134626436195e-03	1.013061379400e-02	-1.995987357801e-03
101                 	4.089914358672e-01	2.033081348710e-01	2.056833009963e-01	4.164381462395e-01	-4.217130272491e-02	4.586094489645e-01	-2.503903758447e-01	-1.187583062648e-03	7.126191412420e-03	1.202793761004e-02	1.314016021744e-02	-1.112222607398e-03
102                 	4.053130287802e-01	2.014789541793e-01	2.038340746010e-01	4.581602999054e-01	-5.499220097786e-02	5.131525008832e-01	-2.840723509305e-01	-1.177560210854e-03	8.783334001282e-03	1.632800290331e-02	1.694733545294e-02	-6.193325496285e-04
